"","user_id","signup_date","platform","acquisition_channel","play_score","retention_score","spend_score","level","play_time_min","login_prob","purcahse_prob","login_flag","n_sessions","session_id","session_nm","day_since_signup","session_hour","session_minute","session_start","session_date","session_play_time","total_play_time","session_day_offset","session_num"
"50","U00031",2026-03-31,"android","organic",-0.669123195044291,0.842003427360689,0.956412420227924,16,36,0.999839057119912,0.973789214481119,1,1,"S000050",1,-18549,13,34,2026-03-31 13:34:00,2026-03-31,36,36,0,1
"51","U00032",2026-04-09,"android","ad",-0.290942419645558,-0.211325758790784,0.422832570761986,12,23,0.999988941722445,0.0827097647859666,1,1,"S000051",1,-18558,11,39,2026-04-09 11:39:00,2026-04-09,23,23,0,1
"52","U00033",2026-03-30,"ios","event",0.00822373302403941,-0.268951171823206,0.0962724540135865,15,30,0.999733430446174,0.998899226357643,1,2,"S000052",1,-18548,15,30,2026-03-30 15:30:00,2026-03-30,17,30,0,1
"53","U00033",2026-03-30,"ios","event",0.00822373302403941,-0.268951171823206,0.0962724540135865,15,30,0.999733430446174,0.998899226357643,1,2,"S000053",2,-18548,21,39,2026-03-30 21:39:00,2026-03-30,13,30,0,2
"54","U00034",2026-04-27,"android","event",-0.24714360913777,0.57921185363762,-0.265488999334869,0,12,0.999992329659781,0.939009557402548,1,2,"S000054",1,-18576,8,12,2026-04-27 08:12:00,2026-04-27,4,12,0,1
"55","U00034",2026-04-27,"android","event",-0.24714360913777,0.57921185363762,-0.265488999334869,0,12,0.999992329659781,0.939009557402548,1,2,"S000055",2,-18576,19,3,2026-04-27 19:03:00,2026-04-27,8,12,0,2
"56","U00035",2026-04-09,"ios","organic",0.674581790148568,1.5204882772284,-1.01545055645032,19,31,0.999990002601111,0.249225172978964,1,1,"S000056",1,-18558,18,40,2026-04-09 18:40:00,2026-04-09,31,31,0,1
"57","U00036",2026-04-12,"ios","organic",-0.273036997418964,0.369207246151583,-1.09862673626302,7,31,0.999950839785336,0.8779982640992,1,1,"S000057",1,-18561,18,36,2026-04-12 18:36:00,2026-04-12,31,31,0,1
"58","U00037",2026-04-12,"ios","organic",0.433695090972384,-0.781336414761902,1.47858262310031,11,32,0.999974731375471,0.990741009507954,1,1,"S000058",1,-18561,12,12,2026-04-12 12:12:00,2026-04-12,32,32,0,1
"59","U00038",2026-04-13,"android","ad",0.836647442293167,0.286357854054928,-0.11758123837401,9,31,0.994065909522714,0.985496672177023,1,2,"S000060",2,-18562,14,41,2026-04-13 14:41:00,2026-04-13,12,31,0,1
"60","U00038",2026-04-13,"android","ad",0.836647442293167,0.286357854054928,-0.11758123837401,9,31,0.994065909522714,0.985496672177023,1,2,"S000059",1,-18562,18,4,2026-04-13 18:04:00,2026-04-13,19,31,0,2
"61","U00039",2026-04-17,"android","ad",-0.239021489066306,0.403631099596767,1.83985785131787,9,16,0.99838491484487,0.522881171822712,1,1,"S000061",1,-18566,19,39,2026-04-17 19:39:00,2026-04-17,16,16,0,1
"62","U00040",2026-04-19,"android","organic",1.67078444526591,-0.356045316300327,0.734778388467923,8,26,0.935963088502103,0.989656442368175,1,1,"S000062",1,-18568,13,44,2026-04-19 13:44:00,2026-04-19,26,26,0,1
"63","U00041",2026-03-30,"android","ad",-0.200325185376996,0.0917731739042781,2.18155930590879,10,30,0.988099278030554,0.239367897587152,1,1,"S000063",1,-18548,20,17,2026-03-30 20:17:00,2026-03-30,30,30,0,1
"64","U00042",2026-04-09,"ios","organic",-2.72620704982503,0.110299277521858,-0.329898162878876,8,5,0.991615839701876,0.153436231432883,1,1,"S000064",1,-18558,11,42,2026-04-09 11:42:00,2026-04-09,5,5,0,1
"65","U00043",2026-04-09,"android","organic",-1.91417781869907,1.06040793886606,0.566783630415199,14,20,0.997546623440741,0.338798399181849,1,1,"S000065",1,-18558,19,13,2026-04-09 19:13:00,2026-04-09,20,20,0,1
"66","U00044",2026-04-06,"android","organic",-0.363635423422424,-1.1452729373924,-1.40487565331207,6,26,0.984738850805498,0.93350957878329,1,2,"S000067",2,-18555,16,40,2026-04-06 16:40:00,2026-04-06,19,26,0,1
"67","U00044",2026-04-06,"android","organic",-0.363635423422424,-1.1452729373924,-1.40487565331207,6,26,0.984738850805498,0.93350957878329,1,2,"S000066",1,-18555,19,34,2026-04-06 19:34:00,2026-04-06,7,26,0,2
"68","U00045",2026-04-03,"android","event",-0.0193768727727971,0.449531196241435,1.16659013769957,14,50,0.99944999000161,0.966701178176999,1,1,"S000068",1,-18552,20,33,2026-04-03 20:33:00,2026-04-03,50,50,0,1
"69","U00046",2026-04-02,"android","organic",1.01312566302157,0.143958675110647,-0.904756067792031,20,38,0.99715514426784,0.998115148721215,1,1,"S000069",1,-18551,15,50,2026-04-02 15:50:00,2026-04-02,38,38,0,1
"70","U00047",2026-04-13,"android","organic",0.958050894696411,-0.916160468371729,0.709222090271355,14,39,0.999984485436775,0.385899396348398,1,1,"S000070",1,-18562,16,56,2026-04-13 16:56:00,2026-04-13,39,39,0,1
"71","U00048",2026-04-05,"ios","organic",-0.206439810164593,1.07553311319856,0.0527041454591597,11,39,0.861145774523556,0.998383878075685,1,1,"S000071",1,-18554,18,5,2026-04-05 18:05:00,2026-04-05,39,39,0,1
"72","U00049",2026-03-30,"ios","event",-1.27409086550469,1.3402732421372,0.240836858238121,14,7,0.999939832512259,0.99908854000385,1,1,"S000072",1,-18548,22,51,2026-03-30 22:51:00,2026-03-30,7,7,0,1
"73","U00050",2026-04-18,"android","referral",0.564061735047836,-0.341521814920978,-1.27946645813619,8,34,0.999910409728721,0.309342043478583,1,2,"S000073",1,-18567,8,21,2026-04-18 08:21:00,2026-04-18,23,34,0,1
"74","U00050",2026-04-18,"android","referral",0.564061735047836,-0.341521814920978,-1.27946645813619,8,34,0.999910409728721,0.309342043478583,1,2,"S000074",2,-18567,17,53,2026-04-18 17:53:00,2026-04-18,11,34,0,2
"75","U00051",2026-04-05,"android","event",0.237656245349384,-1.56701298336395,0.551100762859938,19,19,0.96051964973256,0.325129357506984,1,2,"S000075",1,-18554,12,8,2026-04-05 12:08:00,2026-04-05,15,19,0,1
"76","U00051",2026-04-05,"android","event",0.237656245349384,-1.56701298336395,0.551100762859938,19,19,0.96051964973256,0.325129357506984,1,2,"S000076",2,-18554,13,21,2026-04-05 13:21:00,2026-04-05,4,19,0,2
"77","U00052",2026-04-10,"android","ad",0.826999920555034,-0.953327209946223,-2.22023531214041,15,28,0.99995518459973,0.632514203375453,1,1,"S000077",1,-18559,15,11,2026-04-10 15:11:00,2026-04-10,28,28,0,1
"78","U00053",2026-03-29,"android","organic",-0.22554356265135,1.57370509086502,-1.51365543577019,9,25,0.995077708313868,0.286986152985957,1,3,"S000079",2,-18547,10,41,2026-03-29 10:41:00,2026-03-29,6,25,0,1
"79","U00053",2026-03-29,"android","organic",-0.22554356265135,1.57370509086502,-1.51365543577019,9,25,0.995077708313868,0.286986152985957,1,3,"S000078",1,-18547,19,41,2026-03-29 19:41:00,2026-03-29,4,25,0,2
"80","U00053",2026-03-29,"android","organic",-0.22554356265135,1.57370509086502,-1.51365543577019,9,25,0.995077708313868,0.286986152985957,1,3,"S000080",3,-18547,20,56,2026-03-29 20:56:00,2026-03-29,15,25,0,3
"81","U00054",2026-03-30,"android","ad",1.77139517458074,-0.636759265352484,-0.018705046332071,18,65,0.996676080007893,0.996779028654356,1,1,"S000081",1,-18548,8,18,2026-03-30 08:18:00,2026-03-30,65,65,0,1
"82","U00055",2026-04-27,"android","organic",0.465578275662375,-0.26203398163755,-0.063710366881487,1,30,0.999777941833596,0.999671099188975,1,1,"S000082",1,-18576,9,34,2026-04-27 09:34:00,2026-04-27,30,30,0,1
"83","U00056",2026-04-08,"android","organic",-0.094445836920108,-0.406803555930782,-0.440267333671963,22,37,0.984034385225732,0.99162212823115,1,1,"S000083",1,-18557,12,17,2026-04-08 12:17:00,2026-04-08,37,37,0,1
"84","U00057",2026-03-31,"android","referral",0.0225421095281085,2.07504229607709,0.610508306021504,30,26,0.999992297916728,0.986284252909402,1,1,"S000084",1,-18549,17,14,2026-03-31 17:14:00,2026-03-31,26,26,0,1
"85","U00058",2026-04-12,"android","ad",-1.01055261602409,-0.824050286480779,1.2030638564293,7,17,0.994917709253219,0.212438339361041,1,1,"S000085",1,-18561,12,38,2026-04-12 12:38:00,2026-04-12,17,17,0,1
"86","U00059",2026-04-24,"android","ad",0.183953476163871,-0.604804157379095,1.22124170535895,3,39,0.999987652322705,0.828171378282389,1,2,"S000087",2,-18573,13,12,2026-04-24 13:12:00,2026-04-24,14,39,0,1
"87","U00059",2026-04-24,"android","ad",0.183953476163871,-0.604804157379095,1.22124170535895,3,39,0.999987652322705,0.828171378282389,1,2,"S000086",1,-18573,21,25,2026-04-24 21:25:00,2026-04-24,25,39,0,2
"88","U00060",2026-04-06,"android","ad",-1.50166364550252,-0.664495192763674,-0.938269179282558,19,5,0.995906843783591,0.462173721746889,1,1,"S000088",1,-18555,17,0,2026-04-06 17:00:00,2026-04-06,5,5,0,1
"89","U00061",2026-04-02,"android","organic",-1.09453659534629,-0.190254724544573,0.165594559977582,24,9,0.964883951871288,0.848088895192337,1,2,"S000089",1,-18551,23,28,2026-04-02 23:28:00,2026-04-02,6,9,0,1
"90","U00061",2026-04-02,"android","organic",-1.09453659534629,-0.190254724544573,0.165594559977582,24,9,0.964883951871288,0.848088895192337,1,2,"S000090",2,-18551,23,37,2026-04-02 23:37:00,2026-04-02,3,9,0,2
"91","U00062",2026-03-31,"android","ad",-0.213164173627722,0.487565116054538,-0.345356089028301,21,32,0.999177822600677,0.999637552678006,1,1,"S000091",1,-18549,19,28,2026-03-31 19:28:00,2026-03-31,32,32,0,1
"92","U00063",2026-04-02,"ios","organic",-0.491364334737395,0.302712099270441,1.06842141251395,16,19,0.968466014704591,0.836689214024426,1,1,"S000092",1,-18551,19,33,2026-04-02 19:33:00,2026-04-02,19,19,0,1
"93","U00064",2026-04-16,"ios","ad",-0.396783160957392,-0.444389835574474,-0.660104397792823,12,36,0.968696236819915,0.832833327777488,1,1,"S000093",1,-18565,18,44,2026-04-16 18:44:00,2026-04-16,36,36,0,1
"94","U00065",2026-04-21,"android","organic",-0.899070653005148,0.803847060722496,0.29880360059593,1,12,0.999783514871842,0.957440967803533,1,1,"S000094",1,-18570,9,25,2026-04-21 09:25:00,2026-04-21,12,12,0,1
"95","U00066",2026-04-26,"android","ad",2.28775245975206,1.26128659731847,0.150890288963707,7,68,0.99673514084462,0.999485218898869,1,1,"S000095",1,-18575,21,7,2026-04-26 21:07:00,2026-04-26,68,68,0,1
"96","U00067",2026-04-08,"android","organic",0.719249291695587,-0.419890793185399,-1.00948369611566,23,39,0.99994297365865,0.990986843627937,1,2,"S000097",2,-18557,12,19,2026-04-08 12:19:00,2026-04-08,17,39,0,1
"97","U00067",2026-04-08,"android","organic",0.719249291695587,-0.419890793185399,-1.00948369611566,23,39,0.99994297365865,0.990986843627937,1,2,"S000096",1,-18557,16,51,2026-04-08 16:51:00,2026-04-08,22,39,0,2
"98","U00068",2026-04-20,"android","organic",-0.807266039634133,0.789768546474155,-0.264171719113855,0,35,0.994773030814311,0.761258004737353,1,2,"S000099",2,-18569,11,46,2026-04-20 11:46:00,2026-04-20,19,35,0,1
"99","U00068",2026-04-20,"android","organic",-0.807266039634133,0.789768546474155,-0.264171719113855,0,35,0.994773030814311,0.761258004737353,1,2,"S000098",1,-18569,15,42,2026-04-20 15:42:00,2026-04-20,16,35,0,2
"100","U00069",2026-04-05,"android","ad",0.747187913033182,-1.07019270718751,-0.767724627559767,27,23,0.998687776831742,0.948706658837569,1,3,"S000101",2,-18554,8,29,2026-04-05 08:29:00,2026-04-05,7,23,0,1
"101","U00069",2026-04-05,"android","ad",0.747187913033182,-1.07019270718751,-0.767724627559767,27,23,0.998687776831742,0.948706658837569,1,3,"S000100",1,-18554,13,8,2026-04-05 13:08:00,2026-04-05,14,23,0,2
"102","U00069",2026-04-05,"android","ad",0.747187913033182,-1.07019270718751,-0.767724627559767,27,23,0.998687776831742,0.948706658837569,1,3,"S000102",3,-18554,14,48,2026-04-05 14:48:00,2026-04-05,3,23,0,3
"103","U00070",2026-03-30,"ios","event",0.875212111931701,-0.383862705138726,-0.0453843356328756,19,37,0.992845849774724,0.996760034171485,1,3,"S000103",1,-18548,8,13,2026-03-30 08:13:00,2026-03-30,11,37,0,1
"104","U00070",2026-03-30,"ios","event",0.875212111931701,-0.383862705138726,-0.0453843356328756,19,37,0.992845849774724,0.996760034171485,1,3,"S000105",3,-18548,13,41,2026-03-30 13:41:00,2026-03-30,22,37,0,2
"105","U00070",2026-03-30,"ios","event",0.875212111931701,-0.383862705138726,-0.0453843356328756,19,37,0.992845849774724,0.996760034171485,1,3,"S000104",2,-18548,21,21,2026-03-30 21:21:00,2026-03-30,4,37,0,3
"106","U00071",2026-04-16,"ios","organic",-2.39385927579536,0.454571457279978,0.29144926992426,1,22,0.999950072632041,0.64736045628632,1,2,"S000107",2,-18565,16,32,2026-04-16 16:32:00,2026-04-16,12,22,0,1
"107","U00071",2026-04-16,"ios","organic",-2.39385927579536,0.454571457279978,0.29144926992426,1,22,0.999950072632041,0.64736045628632,1,2,"S000106",1,-18565,23,6,2026-04-16 23:06:00,2026-04-16,10,22,0,2
"108","U00072",2026-04-26,"android","ad",1.27907686852259,-0.249713261010461,-0.157304342703266,5,47,0.999121463447286,0.852723024252999,1,1,"S000108",1,-18575,22,1,2026-04-26 22:01:00,2026-04-26,47,47,0,1
"109","U00073",2026-04-18,"android","event",1.82564552201678,-1.00193801422061,0.195224031628578,9,65,0.990324861366968,0.177717171940151,1,1,"S000109",1,-18567,18,40,2026-04-18 18:40:00,2026-04-18,65,65,0,1
"110","U00074",2026-03-31,"android","ad",0.401243641437453,-0.414332375176387,0.258541832464785,23,48,0.999988142495072,0.997464394360246,1,3,"S000110",1,-18549,9,26,2026-03-31 09:26:00,2026-03-31,26,48,0,1
"111","U00074",2026-03-31,"android","ad",0.401243641437453,-0.414332375176387,0.258541832464785,23,48,0.999988142495072,0.997464394360246,1,3,"S000112",3,-18549,14,1,2026-03-31 14:01:00,2026-03-31,20,48,0,2
"112","U00074",2026-03-31,"android","ad",0.401243641437453,-0.414332375176387,0.258541832464785,23,48,0.999988142495072,0.997464394360246,1,3,"S000111",2,-18549,14,25,2026-03-31 14:25:00,2026-03-31,3,48,0,3
"113","U00075",2026-04-24,"android","ad",2.79421881284437,-2.28821666587564,-1.45689438858585,10,51,0.999667584019152,0.96679327918465,1,3,"S000114",2,-18573,9,4,2026-04-24 09:04:00,2026-04-24,25,51,0,1
"114","U00075",2026-04-24,"android","ad",2.79421881284437,-2.28821666587564,-1.45689438858585,10,51,0.999667584019152,0.96679327918465,1,3,"S000115",3,-18573,12,35,2026-04-24 12:35:00,2026-04-24,12,51,0,2
"115","U00075",2026-04-24,"android","ad",2.79421881284437,-2.28821666587564,-1.45689438858585,10,51,0.999667584019152,0.96679327918465,1,3,"S000113",1,-18573,20,47,2026-04-24 20:47:00,2026-04-24,14,51,0,3
"116","U00076",2026-04-04,"ios","organic",0.91930618446357,-0.958232637292818,-0.708538202662021,17,27,0.990005974458194,0.871059957124668,1,1,"S000116",1,-18553,15,6,2026-04-04 15:06:00,2026-04-04,27,27,0,1
"117","U00077",2026-04-05,"android","ad",-0.225914750670463,2.7037923073782,-0.200507187825682,12,44,0.99999479975735,0.997959097567198,1,1,"S000117",1,-18554,21,35,2026-04-05 21:35:00,2026-04-05,44,44,0,1
"118","U00078",2026-04-23,"ios","ad",0.793230337956504,0.530837461396395,-1.02617921711912,5,37,0.999689911269478,0.938287738164308,1,1,"S000118",1,-18572,11,37,2026-04-23 11:37:00,2026-04-23,37,37,0,1
"119","U00079",2026-04-08,"android","organic",1.70292101089783,0.396482759419083,-1.59444667131851,27,56,0.982203068786259,0.0711593065884055,1,1,"S000119",1,-18557,14,21,2026-04-08 14:21:00,2026-04-08,56,56,0,1
"120","U00080",2026-04-15,"ios","ad",-1.15158289780069,-0.482457909681471,0.499128328218237,2,35,0.999992486890311,0.180185503196396,1,1,"S000120",1,-18564,17,55,2026-04-15 17:55:00,2026-04-15,35,35,0,1
"121","U00081",2026-04-17,"android","organic",0.401047512525442,0.494676260116909,1.36521501711571,9,37,0.997258275808709,0.753816303016923,1,2,"S000121",1,-18566,11,33,2026-04-17 11:33:00,2026-04-17,7,37,0,1
